368,1,脯,-,"suche mięso
ususzone mięso",
369,1,脤,-,surowe mięso przeznaczone na poświęcenie,
370,1,脧,-,"kurczyć
skracać
redukować
eksploatować
wykorzystywać
narząd rodny",
371,1,腒,-,gra,
372,1,腌,-,"być brudny
marynować
kisić
kwasić
sól",
373,1,腊,-,"ususzone mięso
składanie ofiary na zakończenie roku",
374,1,腭,-,podniebienie,
375,1,腠,-,"pomiędzy skórą, a mięsem",
376,1,腡,-,linie,
377,1,膛,-,"dziura
wgłębienie
ubytek
otwór",
378,1,膘,-,"kuper
zad
tłuszcz
sadło",
379,1,膆,-,"tłuszcz
sadło
korpus ptaka albo drobiu",
380,1,膄,-,"stać się wychudły
stać się wynędzniały",
381,1,膋,-,"tłusty
gruby
tłuszcz
sadło",
382,1,膲,-,podział wnętrzności na trzy części,
383,1,膴,-,"cienki
drobny
świetny
ładny
piękny
delikatny",
384,1,膤,-,śnieg,
385,1,臕,-,"tłusty
gruby
tłuszcz
sadło
gładki
lśniący
elegancki",
386,1,臝,-,"być obnażony
być odsłonięty
nagi
nagość",
387,1,臛,-,"rosół
bulion",
388,1,臃,-,"tłusty
gruby
tłuszcz
sadło
obrzęknąć
puchnąć
obrzęk
opuchlizna",
389,1,臊,-,"nieśmiały
wstydliwy
lękliwy
cuchnący
śmierdzący
stęchły
zjełczały
nieświeży",
390,1,臉,-,"powierzchnia pomiędzy okiem, a policzkiem
twarz",
391,1,臲,-,"roztrzęsiony
zdenerwowany
nerwowy
zmartwiony
zatroskany
zaniepokojony",
392,1,臽,-,"dół
dołek
dziura
jama",
393,1,臿,-,oddzielanie zboża od łupiny,
394,1,臤,-,"twardy
trudny
mocny
mądry
rozsądny
rozumny",
395,1,臬,-,"futryna
stojak
prawo
reguły
zasady",
396,1,耈,-,podeszły wiek,
397,1,耋,-,"podstarzały
starszy
stary",
398,1,耍,-,"zabawiać
bawić
rozbawiać
baraszkować
figlować",
399,1,耎,-,"giętki
podatny
uległy
elastyczny
miękki
łagodny
delikatny
słaby
wątły",
400,1,耏,-,"wąsy
broda
baki",
401,1,耇,-,pomarszczona twarz starca,
402,1,耞,-,"cep
młócić",
403,1,耑,-,"skupiony
skoncentrowany
wyspecjalizowany
specjalistyczny",
404,1,耔,-,gracowanie i spulchniać ziemię wokół roślin,
405,1,耬,-,drążenie w ziemi podczas siania ziaren roślin,
406,1,耠,-,"kopać
ryć
orać",
407,1,耡,-,"pług
łopata
szpadel
rydel",
408,1,耾,-,głuchota,
409,1,耼,-,uszy bez brzegów,
410,1,耰,-,"bezzębne grabie do wyciągania ziemi
motyka",
411,1,聨,-,"klika
gang
towarzystwo",
412,1,聦,-,"przebiegły
bystry
sprytny
szybki w dostrzeganiu
słyszeć
słuchać",
413,1,聹,-,"woskowina
hałaśliwy
krzykliwy
głośny",
414,1,聵,-,"głuchy
niesłyszący",
415,1,聱,-,"wygięty i skręcony
kiepskie zdanie
zbyt skomplikowane",
416,1,肅,-,"cicho
spokojnie
łagodnie
delikatnie
uroczyście
poważnie
podniośle",
417,1,肄,-,"wysiłek
trud
staranie
uczenie się
dążenie",
418,1,肈,-,"najpierw
na początek
zaczynać
rozpoczynać
obmyślać
wymyślać
znaleźć
znajdować
powstawać
uderzać
trafiać",
419,1,肜,-,składanie ofiary na dwa dni,
420,1,肧,-,"zarodek
zalążek
niedokończone rzeczy",
421,1,肦,-,"duży
wielka głowa
wiele
rozprowadzać
rozdzielać",
422,1,肫,-,"mielec drobiu
uczciwy
prawy
rzetelny
szczery",
423,1,肸,-,"śmiech
uśmiech
wesoły
śmiać się
uśmiechać się
rozkładać
rozszerzać
roztoczyć",
424,1,胏,-,mięso,
